JobID,Skills,Experience,Internships,Certificates,Projects,Education
83708,"Cybersecurity, Networking, Linux",3+ years,Internship at IT company,Google Android Cert,Smart Home System,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83709,"C, Embedded Systems, IoT",3+ years,Internship in IoT Lab,"AWS Certified, Python Certified","Chatbot, ATS Score System","B.Des Design, Bachelor of Design, Design Engineering"
83710,"React, Node.js, MongoDB",3+ years,Internship at IT company,Data Science Cert,"Firewall Project, Pen Testing","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83711,"React, Node.js, MongoDB",3+ years,Internship in AI Research,Embedded Cert,Food Delivery App,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83712,"Python, Django, Machine Learning",Fresher,Internship at IT company,TensorFlow Cert,"Firewall Project, Pen Testing","MBA, Master of Business Administration, Management Studies"
83713,"Java, Spring Boot, MySQL",3+ years,Internship in Cloud Services,Data Science Cert,CI/CD Pipeline,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83714,"AI, Deep Learning, TensorFlow",3+ years,Internship in Analytics,Oracle Java Cert,Food Delivery App,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83715,"Java, Spring Boot, MySQL",Fresher,Internship in IoT Lab,UI/UX Cert,E-learning Platform,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83716,"React, Node.js, MongoDB",Fresher,Internship in Cloud Services,Embedded Cert,"Chatbot, ATS Score System","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83717,"Cloud Computing, AWS, DevOps",1+ years,Internship in Mobile Dev,CEH Cert,Food Delivery App,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83718,"Python, Django, Machine Learning",3+ years,Internship in Web Company,AWS Architect Cert,"E-commerce Website, Banking App","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83719,"Cloud Computing, AWS, DevOps",3+ years,Internship in Design,Data Science Cert,"Chatbot, ATS Score System","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83720,"React, Node.js, MongoDB",1+ years,Internship in Web Company,Data Science Cert,Smart Home System,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83721,"Java, Spring Boot, MySQL",2+ years,Internship in Web Company,TensorFlow Cert,Smart Home System,"MBA, Master of Business Administration, Management Studies"
83722,"Cybersecurity, Networking, Linux",1+ years,Internship at IT company,CEH Cert,CI/CD Pipeline,"B.Des Design, Bachelor of Design, Design Engineering"
83723,"C, Embedded Systems, IoT",1+ years,Internship in Design,Full Stack Cert,Food Delivery App,"MBA, Master of Business Administration, Management Studies"
83724,"C, Embedded Systems, IoT",3+ years,Internship at Startup,Full Stack Cert,"Chatbot, ATS Score System","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83725,"Android, Kotlin, Firebase",Fresher,Internship in IoT Lab,CEH Cert,Food Delivery App,"MBA, Master of Business Administration, Management Studies"
83726,"Data Science, Pandas, NLP",2+ years,Internship in Cloud Services,Embedded Cert,"Built ATS system, Spam Classifier","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83727,"Cloud Computing, AWS, DevOps",2+ years,Internship in Cloud Services,Data Science Cert,Smart Home System,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83728,"Java, Spring Boot, MySQL",3+ years,Internship at Security Firm,"AWS Certified, Python Certified",Smart Home System,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83729,"UI/UX, Figma, Adobe XD",2+ years,Internship in AI Research,"AWS Certified, Python Certified",Image Recognition System,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83730,"C, Embedded Systems, IoT",Fresher,Internship in Web Company,AWS Architect Cert,Image Recognition System,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83731,"Cybersecurity, Networking, Linux",3+ years,Internship at IT company,CEH Cert,Food Delivery App,"B.Des Design, Bachelor of Design, Design Engineering"
83732,"C, Embedded Systems, IoT",2+ years,Internship in Mobile Dev,"AWS Certified, Python Certified","Built ATS system, Spam Classifier","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83733,"UI/UX, Figma, Adobe XD",3+ years,Internship in Design,Oracle Java Cert,"Built ATS system, Spam Classifier","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83734,"C, Embedded Systems, IoT",Fresher,Internship at Startup,Oracle Java Cert,Image Recognition System,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83735,"React, Node.js, MongoDB",2+ years,Internship in AI Research,CEH Cert,Image Recognition System,"B.Des Design, Bachelor of Design, Design Engineering"
83736,"React, Node.js, MongoDB",Fresher,Internship in IoT Lab,UI/UX Cert,E-learning Platform,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83737,"React, Node.js, MongoDB",2+ years,Internship in IoT Lab,Embedded Cert,"Firewall Project, Pen Testing","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83738,"UI/UX, Figma, Adobe XD",2+ years,Internship in IoT Lab,Oracle Java Cert,"Chatbot, ATS Score System","M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83739,"UI/UX, Figma, Adobe XD",Fresher,Internship in Cloud Services,Embedded Cert,"Built ATS system, Spam Classifier","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83740,"React, Node.js, MongoDB",1+ years,Internship in Mobile Dev,Google Android Cert,"Chatbot, ATS Score System","B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83741,"AI, Deep Learning, TensorFlow",3+ years,Internship in Mobile Dev,UI/UX Cert,CI/CD Pipeline,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83742,"Android, Kotlin, Firebase",1+ years,Internship in Mobile Dev,"AWS Certified, Python Certified",Smart Home System,"B.Des Design, Bachelor of Design, Design Engineering"
83743,"Java, Spring Boot, MySQL",Fresher,Internship in Design,CEH Cert,"Chatbot, ATS Score System","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83744,"AI, Deep Learning, TensorFlow",2+ years,Internship in Web Company,"AWS Certified, Python Certified","Built ATS system, Spam Classifier","M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83745,"Cybersecurity, Networking, Linux",3+ years,Internship in Cloud Services,TensorFlow Cert,"Built ATS system, Spam Classifier","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83746,"Cybersecurity, Networking, Linux",3+ years,Internship in Cloud Services,CEH Cert,Image Recognition System,"MBA, Master of Business Administration, Management Studies"
83747,"React, Node.js, MongoDB",Fresher,Internship in Design,AWS Architect Cert,CI/CD Pipeline,"B.Des Design, Bachelor of Design, Design Engineering"
83748,"Data Science, Pandas, NLP",3+ years,Internship at Security Firm,TensorFlow Cert,Image Recognition System,"MBA, Master of Business Administration, Management Studies"
83749,"Python, Django, Machine Learning",1+ years,Internship at IT company,AWS Architect Cert,E-learning Platform,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83750,"AI, Deep Learning, TensorFlow",1+ years,Internship in Design,Full Stack Cert,E-learning Platform,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83751,"AI, Deep Learning, TensorFlow",2+ years,Internship in Design,Oracle Java Cert,Food Delivery App,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83752,"Cybersecurity, Networking, Linux",2+ years,Internship in Cloud Services,"AWS Certified, Python Certified","Firewall Project, Pen Testing","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83753,"Android, Kotlin, Firebase",2+ years,Internship at Startup,Full Stack Cert,Image Recognition System,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83754,"AI, Deep Learning, TensorFlow",1+ years,Internship in AI Research,Oracle Java Cert,E-learning Platform,"B.Des Design, Bachelor of Design, Design Engineering"
83755,"AI, Deep Learning, TensorFlow",Fresher,Internship in Cloud Services,"AWS Certified, Python Certified",CI/CD Pipeline,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83756,"Data Science, Pandas, NLP",Fresher,Internship in IoT Lab,Google Android Cert,"Chatbot, ATS Score System","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83757,"React, Node.js, MongoDB",2+ years,Internship in Analytics,Data Science Cert,Food Delivery App,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83758,"Cybersecurity, Networking, Linux",2+ years,Internship at IT company,Full Stack Cert,Smart Home System,"B.Des Design, Bachelor of Design, Design Engineering"
83759,"Python, Django, Machine Learning",Fresher,Internship at IT company,Embedded Cert,"Built ATS system, Spam Classifier","MBA, Master of Business Administration, Management Studies"
83760,"UI/UX, Figma, Adobe XD",3+ years,Internship at Startup,Embedded Cert,"Built ATS system, Spam Classifier","B.Des Design, Bachelor of Design, Design Engineering"
83761,"Python, Django, Machine Learning",1+ years,Internship in Design,Oracle Java Cert,Image Recognition System,"B.Des Design, Bachelor of Design, Design Engineering"
83762,"Java, Spring Boot, MySQL",Fresher,Internship at IT company,CEH Cert,E-learning Platform,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83763,"C, Embedded Systems, IoT",3+ years,Internship in Cloud Services,UI/UX Cert,E-learning Platform,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83764,"React, Node.js, MongoDB",3+ years,Internship in Analytics,Embedded Cert,E-learning Platform,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83765,"Data Science, Pandas, NLP",2+ years,Internship at Security Firm,"AWS Certified, Python Certified",CI/CD Pipeline,"MBA, Master of Business Administration, Management Studies"
83766,"AI, Deep Learning, TensorFlow",2+ years,Internship at Startup,Oracle Java Cert,"E-commerce Website, Banking App","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83767,"Java, Spring Boot, MySQL",2+ years,Internship at Startup,UI/UX Cert,Image Recognition System,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83768,"Cloud Computing, AWS, DevOps",1+ years,Internship in Analytics,Oracle Java Cert,CI/CD Pipeline,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83769,"Android, Kotlin, Firebase",2+ years,Internship in Web Company,CEH Cert,Food Delivery App,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83770,"Data Science, Pandas, NLP",1+ years,Internship at IT company,Google Android Cert,Image Recognition System,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83771,"C, Embedded Systems, IoT",3+ years,Internship in Design,AWS Architect Cert,Image Recognition System,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83772,"Cloud Computing, AWS, DevOps",2+ years,Internship in IoT Lab,Full Stack Cert,"Built ATS system, Spam Classifier","B.Des Design, Bachelor of Design, Design Engineering"
83773,"Android, Kotlin, Firebase",Fresher,Internship in Analytics,TensorFlow Cert,"Firewall Project, Pen Testing","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83774,"Cloud Computing, AWS, DevOps",3+ years,Internship in Cloud Services,TensorFlow Cert,"Chatbot, ATS Score System","B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83775,"Android, Kotlin, Firebase",Fresher,Internship at IT company,Data Science Cert,Social Media App,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83776,"Cybersecurity, Networking, Linux",2+ years,Internship in Web Company,AWS Architect Cert,"Chatbot, ATS Score System","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83777,"Python, Django, Machine Learning",3+ years,Internship in Mobile Dev,Embedded Cert,"Chatbot, ATS Score System","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83778,"Java, Spring Boot, MySQL",Fresher,Internship at IT company,Embedded Cert,Image Recognition System,"MBA, Master of Business Administration, Management Studies"
83779,"UI/UX, Figma, Adobe XD",2+ years,Internship at IT company,Full Stack Cert,"Built ATS system, Spam Classifier","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83780,"React, Node.js, MongoDB",Fresher,Internship at Startup,Google Android Cert,E-learning Platform,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83781,"React, Node.js, MongoDB",2+ years,Internship in IoT Lab,TensorFlow Cert,Smart Home System,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83782,"Cloud Computing, AWS, DevOps",3+ years,Internship in Mobile Dev,Full Stack Cert,CI/CD Pipeline,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83783,"Cybersecurity, Networking, Linux",Fresher,Internship in Analytics,Embedded Cert,Social Media App,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83784,"Python, Django, Machine Learning",Fresher,Internship in Mobile Dev,CEH Cert,Social Media App,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83785,"Python, Django, Machine Learning",1+ years,Internship in AI Research,UI/UX Cert,"Firewall Project, Pen Testing","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83786,"Android, Kotlin, Firebase",2+ years,Internship at Security Firm,TensorFlow Cert,"Built ATS system, Spam Classifier","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83787,"Java, Spring Boot, MySQL",3+ years,Internship in IoT Lab,Full Stack Cert,"Built ATS system, Spam Classifier","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83788,"Python, Django, Machine Learning",3+ years,Internship at Security Firm,CEH Cert,Image Recognition System,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83789,"C, Embedded Systems, IoT",Fresher,Internship in Cloud Services,CEH Cert,CI/CD Pipeline,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83790,"C, Embedded Systems, IoT",3+ years,Internship in Mobile Dev,Full Stack Cert,"Built ATS system, Spam Classifier","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83791,"Data Science, Pandas, NLP",2+ years,Internship in IoT Lab,Data Science Cert,Smart Home System,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83792,"Android, Kotlin, Firebase",3+ years,Internship in Cloud Services,Data Science Cert,Image Recognition System,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83793,"React, Node.js, MongoDB",2+ years,Internship in Web Company,Embedded Cert,"Built ATS system, Spam Classifier","M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83794,"AI, Deep Learning, TensorFlow",Fresher,Internship in IoT Lab,Oracle Java Cert,Smart Home System,"MBA, Master of Business Administration, Management Studies"
83795,"UI/UX, Figma, Adobe XD",2+ years,Internship in AI Research,Full Stack Cert,"Firewall Project, Pen Testing","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83796,"C, Embedded Systems, IoT",1+ years,Internship in Cloud Services,Full Stack Cert,Image Recognition System,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83797,"Data Science, Pandas, NLP",1+ years,Internship in Cloud Services,UI/UX Cert,CI/CD Pipeline,"B.Des Design, Bachelor of Design, Design Engineering"
83798,"Data Science, Pandas, NLP",3+ years,Internship in Web Company,Google Android Cert,"E-commerce Website, Banking App","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83799,"Java, Spring Boot, MySQL",Fresher,Internship in Mobile Dev,Data Science Cert,Food Delivery App,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83800,"React, Node.js, MongoDB",2+ years,Internship at Startup,"AWS Certified, Python Certified","E-commerce Website, Banking App","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83801,"C, Embedded Systems, IoT",Fresher,Internship at Startup,Embedded Cert,"Built ATS system, Spam Classifier","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83802,"React, Node.js, MongoDB",2+ years,Internship in AI Research,Full Stack Cert,Smart Home System,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83803,"Java, Spring Boot, MySQL",Fresher,Internship at IT company,"AWS Certified, Python Certified","Built ATS system, Spam Classifier","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83804,"Cybersecurity, Networking, Linux",2+ years,Internship at IT company,Google Android Cert,Social Media App,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83805,"Cloud Computing, AWS, DevOps",Fresher,Internship in Web Company,Data Science Cert,"Firewall Project, Pen Testing","MBA, Master of Business Administration, Management Studies"
83806,"Data Science, Pandas, NLP",1+ years,Internship in IoT Lab,AWS Architect Cert,CI/CD Pipeline,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83807,"UI/UX, Figma, Adobe XD",Fresher,Internship in Design,"AWS Certified, Python Certified","Built ATS system, Spam Classifier","M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83808,"C, Embedded Systems, IoT",Fresher,Internship in IoT Lab,Embedded Cert,Social Media App,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83809,"AI, Deep Learning, TensorFlow",Fresher,Internship in Analytics,Embedded Cert,Image Recognition System,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83810,"Cloud Computing, AWS, DevOps",3+ years,Internship in Analytics,Data Science Cert,Image Recognition System,"MBA, Master of Business Administration, Management Studies"
83811,"React, Node.js, MongoDB",Fresher,Internship at IT company,Embedded Cert,"Chatbot, ATS Score System","B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83812,"AI, Deep Learning, TensorFlow",1+ years,Internship in Analytics,UI/UX Cert,Food Delivery App,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83813,"React, Node.js, MongoDB",2+ years,Internship in IoT Lab,CEH Cert,"Chatbot, ATS Score System","M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83814,"C, Embedded Systems, IoT",1+ years,Internship at Security Firm,Full Stack Cert,Food Delivery App,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83815,"AI, Deep Learning, TensorFlow",2+ years,Internship at Startup,"AWS Certified, Python Certified","E-commerce Website, Banking App","M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83816,"Python, Django, Machine Learning",1+ years,Internship in Cloud Services,Embedded Cert,Social Media App,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83817,"C, Embedded Systems, IoT",3+ years,Internship in Cloud Services,Full Stack Cert,"Firewall Project, Pen Testing","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83818,"C, Embedded Systems, IoT",1+ years,Internship in Web Company,Data Science Cert,"Chatbot, ATS Score System","M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83819,"AI, Deep Learning, TensorFlow",2+ years,Internship at Security Firm,Oracle Java Cert,Smart Home System,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83820,"Data Science, Pandas, NLP",1+ years,Internship in IoT Lab,AWS Architect Cert,"Built ATS system, Spam Classifier","B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83821,"Android, Kotlin, Firebase",Fresher,Internship in IoT Lab,Data Science Cert,"Built ATS system, Spam Classifier","MBA, Master of Business Administration, Management Studies"
83822,"Cybersecurity, Networking, Linux",1+ years,Internship in IoT Lab,CEH Cert,"Built ATS system, Spam Classifier","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83823,"Android, Kotlin, Firebase",2+ years,Internship at IT company,Data Science Cert,Food Delivery App,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83824,"Cloud Computing, AWS, DevOps",2+ years,Internship in Cloud Services,Embedded Cert,E-learning Platform,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83825,"Data Science, Pandas, NLP",1+ years,Internship in Design,"AWS Certified, Python Certified",Smart Home System,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83826,"UI/UX, Figma, Adobe XD",1+ years,Internship in Web Company,"AWS Certified, Python Certified",Food Delivery App,"B.Des Design, Bachelor of Design, Design Engineering"
83827,"Python, Django, Machine Learning",Fresher,Internship in Analytics,"AWS Certified, Python Certified",Smart Home System,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83828,"UI/UX, Figma, Adobe XD",Fresher,Internship in Web Company,Full Stack Cert,CI/CD Pipeline,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83829,"Cybersecurity, Networking, Linux",3+ years,Internship at Startup,Oracle Java Cert,Smart Home System,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83830,"AI, Deep Learning, TensorFlow",2+ years,Internship in Analytics,TensorFlow Cert,Food Delivery App,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83831,"React, Node.js, MongoDB",3+ years,Internship in AI Research,Google Android Cert,Smart Home System,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83832,"Cybersecurity, Networking, Linux",3+ years,Internship in Web Company,TensorFlow Cert,E-learning Platform,"MBA, Master of Business Administration, Management Studies"
83833,"UI/UX, Figma, Adobe XD",2+ years,Internship in Mobile Dev,Full Stack Cert,Social Media App,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83834,"React, Node.js, MongoDB",1+ years,Internship in IoT Lab,UI/UX Cert,"Chatbot, ATS Score System","MBA, Master of Business Administration, Management Studies"
83835,"C, Embedded Systems, IoT",2+ years,Internship in Cloud Services,Google Android Cert,"E-commerce Website, Banking App","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83836,"Android, Kotlin, Firebase",3+ years,Internship in IoT Lab,CEH Cert,"Firewall Project, Pen Testing","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83837,"Data Science, Pandas, NLP",3+ years,Internship at Startup,UI/UX Cert,CI/CD Pipeline,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83838,"AI, Deep Learning, TensorFlow",Fresher,Internship in AI Research,Data Science Cert,"Chatbot, ATS Score System","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83839,"C, Embedded Systems, IoT",1+ years,Internship in Design,Data Science Cert,"Chatbot, ATS Score System","B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83840,"Cloud Computing, AWS, DevOps",Fresher,Internship at Security Firm,AWS Architect Cert,E-learning Platform,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83841,"Cybersecurity, Networking, Linux",2+ years,Internship at IT company,Data Science Cert,Smart Home System,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83842,"Cloud Computing, AWS, DevOps",1+ years,Internship in AI Research,Oracle Java Cert,"Firewall Project, Pen Testing","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83843,"Android, Kotlin, Firebase",2+ years,Internship in Mobile Dev,Oracle Java Cert,"Built ATS system, Spam Classifier","B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83844,"AI, Deep Learning, TensorFlow",Fresher,Internship in Design,AWS Architect Cert,"Firewall Project, Pen Testing","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83845,"Cloud Computing, AWS, DevOps",3+ years,Internship at Security Firm,Google Android Cert,"Built ATS system, Spam Classifier","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83846,"Python, Django, Machine Learning",3+ years,Internship at Security Firm,TensorFlow Cert,E-learning Platform,"B.Des Design, Bachelor of Design, Design Engineering"
83847,"C, Embedded Systems, IoT",3+ years,Internship at Security Firm,"AWS Certified, Python Certified","E-commerce Website, Banking App","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83848,"UI/UX, Figma, Adobe XD",3+ years,Internship in IoT Lab,TensorFlow Cert,E-learning Platform,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83849,"Java, Spring Boot, MySQL",2+ years,Internship at IT company,Oracle Java Cert,Smart Home System,"B.Des Design, Bachelor of Design, Design Engineering"
83850,"C, Embedded Systems, IoT",1+ years,Internship in AI Research,UI/UX Cert,"Built ATS system, Spam Classifier","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83851,"Cybersecurity, Networking, Linux",Fresher,Internship in Mobile Dev,Embedded Cert,CI/CD Pipeline,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83852,"AI, Deep Learning, TensorFlow",2+ years,Internship in Web Company,Full Stack Cert,Food Delivery App,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83853,"Cloud Computing, AWS, DevOps",1+ years,Internship in Mobile Dev,"AWS Certified, Python Certified",Food Delivery App,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83854,"UI/UX, Figma, Adobe XD",Fresher,Internship in Analytics,TensorFlow Cert,"Chatbot, ATS Score System","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83855,"UI/UX, Figma, Adobe XD",1+ years,Internship at Startup,Oracle Java Cert,"Built ATS system, Spam Classifier","MBA, Master of Business Administration, Management Studies"
83856,"Cloud Computing, AWS, DevOps",1+ years,Internship at IT company,CEH Cert,CI/CD Pipeline,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83857,"UI/UX, Figma, Adobe XD",2+ years,Internship in Mobile Dev,Embedded Cert,Social Media App,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83858,"C, Embedded Systems, IoT",2+ years,Internship at Security Firm,"AWS Certified, Python Certified",CI/CD Pipeline,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83859,"Android, Kotlin, Firebase",3+ years,Internship in Web Company,Data Science Cert,CI/CD Pipeline,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83860,"Data Science, Pandas, NLP",Fresher,Internship in Web Company,Google Android Cert,E-learning Platform,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83861,"UI/UX, Figma, Adobe XD",Fresher,Internship at IT company,Data Science Cert,Food Delivery App,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83862,"C, Embedded Systems, IoT",2+ years,Internship in Web Company,CEH Cert,"Firewall Project, Pen Testing","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83863,"Cybersecurity, Networking, Linux",2+ years,Internship in IoT Lab,Embedded Cert,CI/CD Pipeline,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
